input	gold
れいねんさんいちにちはこうきゅうしょくざいちょうたつでーですがちちがつうふうでかずのこやいくらがふようになりみっしょんがない	例年３１日は高級食材調達デーですが父が痛風で数の子やイクラが不要になりミッションがない
おいしいものにぷでぃんぐたいはおおいのですかね	美味しいものにプリン体は多いんですかね
おしょうがつはおいしいものがならびますがじつはぷでぃんぐたいのほうこでもあります	お正月は美味しいものが並びますが実はプリン体の宝庫でもあります
とくにうまみがぎょうしゅくされたものやかんそうさせたものにはちゅういがひつようです	特に旨味が凝縮されたものや乾燥させたものには注意が必要です
いっぽうでぎょらんはからだにわるいといういめーじにはんしておしょうがつりょうりのていばんであるかずのこはいがいにもぷでぃんぐたいがひじょうにすくないというおもしろいじじつもあります	一方で魚卵は体に悪いというイメージに反してお正月料理の定番である数の子は意外にもプリン体が非常に少ないという面白い事実もあります
いかにぷでぃんぐたいがおおいりょうりとすくないりょうりをまとめました	以下にプリン体が多い料理と少ない料理をまとめました
えびやきえびえびはしゅるいにもよりますがとくにくるまえびなどはぷでぃんぐたいがたかめです	エビ焼きエビエビは種類にもよりますが特に車エビなどはプリン体が高めです
かつおだしをたっぷりつかったりょうりおぞうにやおにしめなどかつおのうまみがつよいだしにはぷでぃんぐたいがとけだしています	カツオ出汁をたっぷり使った料理お雑煮やお煮しめなどカツオの旨味が強い出汁にはプリン体が溶け出しています
ほししいたけにしめかんそうきのこるいはぷでぃんぐたいがたかめです	干し椎茸煮しめ乾燥キノコ類はプリン体が高めです
ばんがいへんおさけのおともあんきもしらこいかのしおからなどはぷでぃんぐたいのかたまりというほどこうがんゆうです	番外編お酒のお供あん肝白子イカの塩辛などはプリン体の塊と言えるほど高含有です
かまぼこだてまきさかなのすりみがげんりょうですがかこうのかていでぷでぃんぐたいはかなりおさえられています	かまぼこ伊達巻魚のすり身が原料ですが加工の過程でプリン体はかなり抑えられています
