input	gold
もりたけしかんだかせんこうかいそつかわさききせんきんむかいぐんかいじょうごえいそうしれいぶきんむかいぼうかんはちにごうかんちょうかいぐんしょうさせんごはかいじょうほあんちょうきんむ	森武神高船航海卒川崎汽船勤務海軍海上護衛総司令部勤務海防艦82号艦長海軍少佐戦後は海上保安庁勤務
くまべいつおかんだかせんこうかいそつおおさかしょうせんとうあかいうんきんむかいぼうかんいちごよんごうかんちょうかいぐんたいい	隈部五夫神高船航海卒大阪商船東亜海運勤務海防艦154号艦長海軍大尉
いしいとしおかんだかせんきかんしゅせきみついぶっさんきんむかいぐんぞうせんぎしかいぐんちゅういせんごはにっぽんこうかんぞうせんほんぶきんむにっぽんぶらすとましんせんむとりしまりやく	石井利雄神高船機関首席三井物産勤務海軍造船技師海軍中尉戦後は日本鋼管造船本部勤務日本ブラストマシン専務取締役
こやまけんいちかんだかせんこうかいしゅせきやましたきせんきんむせんかんむさしのりくみ	小山健一神高船航海首席山下汽船勤務戦艦武蔵乗組
かいぐんたいいせんごうんゆしょうかんりょうとなる	海軍大尉戦後運輸省官僚となる
やまぐちたけしかんだかせんこうかいしょうわいちろくねんそつかいじょうじえいたいだいきゅうごえいたいしれいだいいちそうかいたいぐんしれいかいしょうほ	山口毅神高船航海昭和16年卒海上自衛隊第9護衛隊司令第1掃海隊群司令海将補
しまざきあきのりとうこうせんこうかいしょうわいちきゅうねんそつしんしゅうだいがくせんいがくぶめいよきょうじゅ	嶋崎昭典東高船航海昭和19年卒信州大学繊維学部名誉教授
かぶらきはじめとうこうせんこうかいしょうわにぜろねんそつとうきょうおんがくがっこうさっきょくかそつぎょうさっきょくかに	鏑木創東高船航海昭和20年卒東京音楽学校作曲科卒業作曲家に
ほしのてつろうしみずこうせんそつひろぎょぎょうきんむあとにさくしかに	星野哲郎清水高船卒日魯漁業勤務後に作詞家に
あめくらたかゆきこうせんとうきょうぶんこうきかんそつかいぐんきかんじゅつよびれんしゅうせい	雨倉孝之高船東京分校機関卒海軍機関術予備練習生
せんごとうきょうりかだいがくをそつぎょうしにっぽんこくゆうてつどうにきんむかいぐんしかいじしのけんきゅうかとしてしられる	戦後東京理科大学を卒業し日本国有鉄道に勤務海軍史海事史の研究家として知られる
たじりむねあきしみずこうせんこうかいそつにっぽんではじめてこうがいじけんのけいじせきにんをついきゅうしこうがいじーめんとのいみょうをとったこうむいん	田尻宗昭清水高船航海卒日本で初めて公害事件の刑事責任を追及し公害Gメンとの異名をとった公務員
かんれんこうもく	関連項目
しょうせんがっこう	商船学校
かいじきょういくきかん	海事教育機関
ちんかいこうとうかいいんようせいしょ	鎮海高等海員養成所
しょうせんこうとうせんもんがっこう	商船高等専門学校
きゃくちゅう	脚注
がいぶりんく	外部リンク
せんいんへのみちにっぽんせんしゅきょうかいしゅさいさいと	船員への道日本船主協会主催サイト
こうとうしょうせんがっこうのがっこうせつめいかいえいぞういちぶがっこうのしょうかいえいぞうとうがある	高等商船学校の学校説明会映像一部学校の紹介映像等がある
きょうとでふるかわつよしたかだわたるなかがわごろうらとしんこうをふかめる	京都で古川豪高田渡中川五郎らと親交を深める
しんきゅうしというかたがきもある	鍼灸師という肩書きもある
りゃくれき	略歴
いちきゅうななぜろねんはちがつはちにちきゅうにちのだいにかいなかつがわふぉーくじゃんぼりーにさんかしてはなげのしんちょうどにかんするしゃかいかがくてきこうさつをうたう	1970年8月8日9日の第2回中津川フォークジャンボリーに参加して鼻毛の伸長度に関する社会科学的考察を歌う
このもようはなかつがわふぉーくじゃんぼりーいちきゅうなないちべるうっどにりょうしゃともしゅうろくされている	この模様は中津川フォークジャンボリー1971ベルウッドに両者とも収録されている
ゆーあーるしーからたいりょうのあーちすとがいせきしたあともどうしゃのでぃれくたーとしてふるかわつよしとともにざんりゅうしてみやさとひろしなかじまこういちよしだたかしらをはっくつしでびゅーにつなげている	URCから大量のアーティストが移籍した後も同社のディレクターとして古川豪とともに残留して宮里ひろし中島光一よしだたかしらを発掘しデビューにつなげている
